C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_08_520.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_08_520.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_08_520.jpg,0,0,0,7.841094E-05
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_08_651.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_08_651.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_08_651.jpg,0,0,0,0.0001202246
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_08_721.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_08_721.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_08_721.jpg,0,0,0,0.0001401179
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_08_799.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_08_799.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_08_799.jpg,0,0,0,0.0001607765
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_08_889.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_08_889.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_08_889.jpg,0,0,0,0.0002254156
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_08_965.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_08_965.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_08_965.jpg,0,0.202038,0,0.1486266
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_09_037.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_09_037.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_09_037.jpg,0,0.4244301,0,0.4971226
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_09_111.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_09_111.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_09_111.jpg,0,0.6349317,0,0.9473564
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_09_180.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_09_180.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_09_180.jpg,0,0.8608199,0,1.78753
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_09_273.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_09_273.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_09_273.jpg,0,1,0,2.742671
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_09_397.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_09_397.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_09_397.jpg,0,1,0,4.384556
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_09_488.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_09_488.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_09_488.jpg,0,1,0,5.546474
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_09_634.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_09_634.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_09_634.jpg,0,1,0,7.154424
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_09_782.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_09_782.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_09_782.jpg,0,1,0,8.740522
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_09_881.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_09_881.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_09_881.jpg,0,1,0,9.860273
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_09_997.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_09_997.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_09_997.jpg,0,1,0,11.18943
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_10_089.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_10_089.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_10_089.jpg,0,1,0,12.03549
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_10_254.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_10_254.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_10_254.jpg,0,1,0,13.86767
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_10_378.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_10_378.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_10_378.jpg,0,1,0,15.16625
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_10_468.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_10_468.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_10_468.jpg,0,1,0,16.46686
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_10_618.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_10_618.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_10_618.jpg,0,1,0,17.71074
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_10_767.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_10_767.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_10_767.jpg,0,1,0,19.39086
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_10_917.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_10_917.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_10_917.jpg,0,1,0,20.9176
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_11_048.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_11_048.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_11_048.jpg,0,1,0,22.2545
C:\Users\Shahryar\Downloads\Self driving Car\IMG\center_2020_10_30_12_55_11_135.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\left_2020_10_30_12_55_11_135.jpg,C:\Users\Shahryar\Downloads\Self driving Car\IMG\right_2020_10_30_12_55_11_135.jpg,0,1,0,23.05296
